CarId, Blue1, Yellow1, Green1, Red1, Blue2, Yellow2, Green2, Red2
15 ,  0.009304000000000201 ,  -0.0027960000000000207 ,  0.001092000000000315 ,  -0.007599999999999607 ,   ,   ,   ,  
16 ,  0.006092999999999904 ,  -0.016191000000000066 ,  -0.002734999999999932 ,  0.012833000000000094 ,   ,   ,   ,  
17 ,  -0.005451000000000317 ,  -0.01719500000000007 ,  0.0008449999999999847 ,  0.02180099999999996 ,   ,   ,   ,  
18 ,  -0.003617999999999899 ,  0.01974600000000004 ,  -0.0008259999999999934 ,  -0.015301999999999705 ,   ,   ,   ,  
19 ,  0.002953999999999901 ,  0.0024619999999999642 ,  0.0010300000000000864 ,  -0.006445999999999952 ,   ,   ,   ,  
20 ,  -0.0009459999999998914 ,  0.007514000000000021 ,  0.003881999999999941 ,  -0.01045000000000007 ,   ,   ,   ,  
21 ,  0.018499000000000265 ,  0.00021100000000018326 ,  -0.013112999999999708 ,  -0.005596999999999852 ,   ,   ,   ,  
22 ,  -0.017825999999999897 ,  0.008798000000000084 ,  -0.006861999999999924 ,  0.015890000000000182 ,   ,   ,   ,  
23 ,  -0.11623400000000039 ,  -0.017314000000000274 ,  -0.02977400000000019 ,  -0.029558000000000195 ,  0.046473999999999904 ,  0.0684619999999998 ,  0.041237999999999886 ,  0.03670599999999968
24 ,  -0.0892735 ,  -0.13424950000000013 ,  -0.06512150000000005 ,  -0.1002535 ,  0.06832649999999996 ,  0.1156864999999998 ,  0.07075849999999972 ,  0.13412649999999982
25 ,  0.008945999999999898 ,  0.030689999999999884 ,  -0.05519400000000019 ,  0.013717999999999897 ,  -0.00031800000000004047 ,  -0.032170000000000254 ,  -0.0011140000000002814 ,  0.03544199999999975
26 ,  -0.018199000000000076 ,  0.00534100000000004 ,  -0.03928300000000018 ,  -0.13963500000000018 ,  0.04120500000000016 ,  0.07824099999999978 ,  0.014657000000000142 ,  0.05767299999999986
27 ,  -0.1126125 ,  -0.11604049999999999 ,  -0.11915649999999989 ,  -0.1275084999999998 ,  0.07527550000000005 ,  0.06859949999999992 ,  0.1515995000000001 ,  0.17984350000000004
28 ,  -0.2167435000000002 ,  -0.19115150000000014 ,  -0.23374750000000022 ,  0.02352849999999984 ,  0.1275284999999995 ,  0.11725249999999976 ,  0.19241249999999965 ,  0.1809204999999996
29 ,  -0.02187500000000009 ,  -0.0409790000000001 ,  -0.029431000000000207 ,  -0.039231000000000016 ,  0.02694099999999988 ,  0.03947699999999976 ,  0.01546499999999984 ,  0.04963300000000004
30 ,  -0.017894499999999702 ,  0.02331350000000043 ,  -0.038190499999999794 ,  -0.020458499999999713 ,  0.08812150000000019 ,  -0.04052649999999991 ,  -0.01587449999999979 ,  0.02150950000000007
31 ,  -0.12815500000000002 ,  -0.14360699999999982 ,  -0.01547900000000002 ,  -0.1857669999999998 ,  0.3392050000000002 ,  0.06568899999999989 ,  0.10985699999999987 ,  -0.041742999999999864
32 ,  0.10233500000000006 ,  -0.04371299999999989 ,  0.027686999999999795 ,  -0.08630899999999997 ,   ,   ,   ,  
33 ,  -0.00866100000000003 ,  0.0069949999999998624 ,  -0.0006249999999998757 ,  0.002291000000000043 ,   ,   ,   ,  
34 ,  0.011028000000000038 ,  0.007283999999999846 ,  -0.008564000000000238 ,  -0.00974800000000009 ,   ,   ,   ,  
35 ,  0.01941800000000038 ,  -0.007229999999999848 ,  -0.007873999999999715 ,  -0.004313999999999929 ,   ,   ,   ,  
36 ,  0.02700500000000039 ,  -0.005230999999999764 ,  -0.003410999999999831 ,  -0.018362999999999907 ,   ,   ,   ,  
37 ,  0.012023999999999813 ,  -0.02051999999999987 ,  -0.017967999999999762 ,  0.02646399999999982 ,   ,   ,   ,  
38 ,  0.04224500000000031 ,  0.06363300000000027 ,  -0.10485899999999981 ,  -0.0010189999999998811 ,   ,   ,   ,  
39 ,  0.030275999999999748 ,  -0.000564000000000231 ,  -0.00024000000000024002 ,  -0.029472000000000165 ,   ,   ,   ,  
40 ,  -0.009809000000000179 ,  -0.013332999999999817 ,  0.023991000000000096 ,  -0.0008490000000000997 ,   ,   ,   ,  
41 ,  -0.00019600000000030704 ,  0.008319999999999883 ,  -0.015908000000000033 ,  0.007784000000000013 ,   ,   ,   ,  
42 ,  0.0021049999999998015 ,  0.012569000000000052 ,  -0.009682999999999886 ,  -0.004990999999999968 ,   ,   ,   ,  
43 ,  -0.002693999999999974 ,  -0.003502000000000116 ,  -0.024685999999999986 ,  0.030881999999999632 ,   ,   ,   ,  
44 ,  0.017430999999999752 ,  -0.006217000000000361 ,  -0.019977000000000356 ,  0.008762999999999632 ,   ,   ,   ,  
45 ,  0.010614999999999597 ,  0.004666999999999977 ,  -0.0108410000000001 ,  -0.004441000000000361 ,   ,   ,   ,  
46 ,  -0.03865300000000005 ,  0.013815000000000133 ,  -0.06736900000000023 ,  0.09220700000000015 ,   ,   ,   ,  
47 ,  0.015234999999999665 ,  -0.01169700000000029 ,  -0.0024810000000003996 ,  -0.0010570000000003077 ,   ,   ,   ,  
48 ,  0.016952999999999996 ,  0.026561000000000057 ,  0.007792999999999939 ,  -0.05130699999999999 ,   ,   ,   ,  
49 ,  0.00037200000000003897 ,  0.006240000000000023 ,  -0.009736000000000189 ,  0.0031239999999996826 ,   ,   ,   ,  
